"Current","Field","Frequency","Spectra"
0,41.1786,1.0,-0.02275784353022621
0,41.1786,1.003125,-0.02282820614347041
0,41.1786,1.00625,-0.022898928160085232
0,41.1786,1.009375,-0.022970012378995434
0,41.1786,1.0125,-0.02304146163053387
0,41.1786,1.015625,-0.02311327877691516
0,41.1786,1.01875,-0.02318546671271848
0,41.1786,1.021875,-0.023258028365379362
0,41.1786,1.025,-0.023330966695690868
0,41.1786,1.028125,-0.02340428469831444
0,41.1786,1.03125,-0.023477985402300356
0,41.1786,1.034375,-0.02355207187161835
0,41.1786,1.0375,-0.023626547205698355
0,41.1786,1.040625,-0.023701414539981744
0,41.1786,1.04375,-0.0237766770464833
0,41.1786,1.046875,-0.023852337934364035
0,41.1786,1.05,-0.023928400450515377
0,41.1786,1.053125,-0.024004867880154664
0,41.1786,1.05625,-0.02408174354743238
0,41.1786,1.059375,-0.024159030816051502
0,41.1786,1.0625,-0.024236733089898946
0,41.1786,1.065625,-0.024314853813689755
0,41.1786,1.06875,-0.024393396473624
0,41.1786,1.071875,-0.024472364598056892
0,41.1786,1.075,-0.024551761758182425
0,41.1786,1.078125,-0.024631591568730668
0,41.1786,1.08125,-0.02471185768867932
0,41.1786,1.084375,-0.02479256382197961
0,41.1786,1.0875,-0.02487371371829703
0,41.1786,1.090625,-0.024955311173767272
0,41.1786,1.09375,-0.02503736003176754
0,41.1786,1.096875,-0.02511986418370395
0,41.1786,1.1,-0.025202827569815
0,41.1786,1.103125,-0.025286254179991842
0,41.1786,1.10625,-0.025370148054615634
0,41.1786,1.109375,-0.025454513285412254
0,41.1786,1.1125,-0.025539354016325098
0,41.1786,1.115625,-0.02562467444440615
0,41.1786,1.11875,-0.025710478820725836
0,41.1786,1.121875,-0.02579677145130226
0,41.1786,1.125,-0.025883556698050092
0,41.1786,1.128125,-0.025970838979749788
0,41.1786,1.13125,-0.026058622773037526
0,41.1786,1.134375,-0.02614691261341639
0,41.1786,1.1375,-0.02623571309628944
0,41.1786,1.140625,-0.026325028878015046
0,41.1786,1.14375,-0.026414864676985277
0,41.1786,1.146875,-0.026505225274727644
0,41.1786,1.15,-0.02659611551703106
0,41.1786,1.153125,-0.0266875403150965
0,41.1786,1.15625,-0.026779504646712946
0,41.1786,1.159375,-0.02687201355745946
0,41.1786,1.1625,-0.026965072161933855
0,41.1786,1.165625,-0.02705868564500867
0,41.1786,1.16875,-0.02715285926311543
0,41.1786,1.171875,-0.027247598345557445
0,41.1786,1.175,-0.027342908295852394
0,41.1786,1.178125,-0.027438794593105147
0,41.1786,1.18125,-0.02753526279341164
0,41.1786,1.184375,-0.027632318531294928
0,41.1786,1.1875,-0.027729967521173748
0,41.1786,1.190625,-0.027828215558865017
0,41.1786,1.19375,-0.027927068523120695
0,41.1786,1.196875,-0.02802653237720023
0,41.1786,1.2,-0.02812661317047947
0,41.1786,1.203125,-0.028227317040096855
0,41.1786,1.20625,-0.028328650212638213
0,41.1786,1.209375,-0.0284306190058609
0,41.1786,1.2125,-0.02853322983045847
0,41.1786,1.215625,-0.02863648919186709
0,41.1786,1.21875,-0.0287404036921146
0,41.1786,1.221875,-0.028844980031713662
0,41.1786,1.225,-0.028950225011599905
0,41.1786,1.228125,-0.029056145535116613
0,41.1786,1.23125,-0.02916274861004704
0,41.1786,1.234375,-0.029270041350695705
0,41.1786,1.2375,-0.0293780309800201
0,41.1786,1.240625,-0.029486724831814203
0,41.1786,1.24375,-0.029596130352945102
0,41.1786,1.246875,-0.029706255105644553
0,41.1786,1.25,-0.029817106769856556
0,41.1786,1.253125,-0.029928693145643025
0,41.1786,1.25625,-0.030041022155648772
0,41.1786,1.259375,-0.03015410184762782
0,41.1786,1.2625,-0.03026794039703265
0,41.1786,1.265625,-0.03038254610966804
0,41.1786,1.26875,-0.03049792742441176
0,41.1786,1.271875,-0.030614092916003595
0,41.1786,1.275,-0.030731051297904977
0,41.1786,1.278125,-0.03084881142523116
0,41.1786,1.28125,-0.030967382297758007
0,41.1786,1.284375,-0.031086773063005748
0,41.1786,1.2875,-0.031206993019401698
0,41.1786,1.290625,-0.03132805161952448
0,41.1786,1.29375,-0.03144995847343213
0,41.1786,1.296875,-0.03157272335207628
0,41.1786,1.3,-0.031696356190805505
0,41.1786,1.303125,-0.03182086709295996
0,41.1786,1.30625,-0.03194626633356029
0,41.1786,1.309375,-0.03207256436309371
0,41.1786,1.3125,-0.0321997718113999
0,41.1786,1.315625,-0.03232789949166
0,41.1786,1.31875,-0.032456958404491656
0,41.1786,1.321875,-0.03258695974215337
0,41.1786,1.325,-0.03271791489286156
0,41.1786,1.328125,-0.03284983544522354
0,41.1786,1.33125,-0.03298273319279025
0,41.1786,1.334375,-0.03311662013873229
0,41.1786,1.3375,-0.0332515085006429
0,41.1786,1.340625,-0.03338741071547214
0,41.1786,1.34375,-0.033524339444595916
0,41.1786,1.346875,-0.03366230757902448
0,41.1786,1.35,-0.03380132824475433
0,41.1786,1.353125,-0.03394141480826841
0,41.1786,1.35625,-0.034082580882188775
0,41.1786,1.359375,-0.03422484033108701
0,41.1786,1.3625,-0.034368207277456965
0,41.1786,1.365625,-0.03451269610785519
0,41.1786,1.36875,-0.0346583214792143
0,41.1786,1.371875,-0.03480509832533475
0,41.1786,1.375,-0.034953041863560706
0,41.1786,1.378125,-0.03510216760164595
0,41.1786,1.38125,-0.03525249134481588
0,41.1786,1.384375,-0.035404029203031866
0,41.1786,1.3875,-0.03555679759846458
0,41.1786,1.390625,-0.035710813273182956
0,41.1786,1.39375,-0.03586609329706582
0,41.1786,1.396875,-0.036022655075943426
0,41.1786,1.4,-0.0361805163599764
0,41.1786,1.403125,-0.03633969525227981
0,41.1786,1.40625,-0.03650021021780038
0,41.1786,1.409375,-0.03666208009245521
0,41.1786,1.4125,-0.036825324092540634
0,41.1786,1.415625,-0.03698996182442006
0,41.1786,1.41875,-0.03715601329450001
0,41.1786,1.421875,-0.03732349891950398
0,41.1786,1.425,-0.03749243953705404
0,41.1786,1.428125,-0.037662856416570335
0,41.1786,1.43125,-0.03783477127049914
0,41.1786,1.434375,-0.0380082062658806
0,41.1786,1.4375,-0.038183184036267186
0,41.1786,1.440625,-0.0383597276940052
0,41.1786,1.44375,-0.03853786084289099
0,41.1786,1.446875,-0.03871760759121498
0,41.1786,1.45,-0.03889899256520639
0,41.1786,1.453125,-0.03908204092289215
0,41.1786,1.45625,-0.039266778368384436
0,41.1786,1.459375,-0.03945323116661095
0,41.1786,1.4625,-0.03964142615850338
0,41.1786,1.465625,-0.039831390776659495
0,41.1786,1.46875,-0.040023153061495086
0,41.1786,1.471875,-0.04021674167790256
0,41.1786,1.475,-0.0404121859324336
0,41.1786,1.478125,-0.04060951579102365
0,41.1786,1.48125,-0.04080876189727726
0,41.1786,1.484375,-0.04100995559133306
0,41.1786,1.4875,-0.041213128929328775
0,41.1786,1.490625,-0.04141831470348678
0,41.1786,1.49375,-0.04162554646284149
0,41.1786,1.496875,-0.041834858534630995
0,41.1786,1.5,-0.04204628604637567
0,41.1786,1.503125,-0.04225986494866753
0,41.1786,1.50625,-0.04247563203869499
0,41.1786,1.509375,-0.0426936249845284
0,41.1786,1.5125000000000002,-0.042913882350192625
0,41.1786,1.515625,-0.04313644362155364
0,41.1786,1.51875,-0.04336134923304798
0,41.1786,1.521875,-0.043588640595283085
0,41.1786,1.525,-0.043818360123539526
0,41.1786,1.5281250000000002,-0.04405055126720561
0,41.1786,1.53125,-0.04428525854017651
0,41.1786,1.534375,-0.04452252755225154
0,41.1786,1.5375,-0.04476240504156295
0,41.1786,1.540625,-0.04500493890807242
0,41.1786,1.5437500000000002,-0.04525017824817103
0,41.1786,1.546875,-0.045498173390420706
0,41.1786,1.55,-0.04574897593247579
0,41.1786,1.553125,-0.046002638779224427
0,41.1786,1.55625,-0.04625921618219121
0,41.1786,1.5593750000000002,-0.04651876378024338
0,41.1786,1.5625,-0.04678133864164364
0,41.1786,1.565625,-0.04704699930749531
0,41.1786,1.56875,-0.047315805836624675
0,41.1786,1.571875,-0.047587819851948626
0,41.1786,1.5750000000000002,-0.047863104588375685
0,41.1786,1.578125,-0.04814172494228979
0,41.1786,1.58125,-0.048423747522668315
0,41.1786,1.584375,-0.048709240703885416
0,41.1786,1.5875,-0.04899827468025459
0,41.1786,1.5906250000000002,-0.04929092152236411
0,41.1786,1.59375,-0.04958725523526025
0,41.1786,1.596875,-0.049887351818535396
0,41.1786,1.6,-0.050191289328376645
0,41.1786,1.603125,-0.05049914794163352
0,41.1786,1.6062500000000002,-0.05081101002196297
0,41.1786,1.609375,-0.051126960188109916
0,41.1786,1.6125,-0.05144708538438357
0,41.1786,1.615625,-0.05177147495338771
0,41.1786,1.61875,-0.05210022071106497
0,41.1786,1.6218750000000002,-0.05243341702411412
0,41.1786,1.625,-0.052771160889838034
0,41.1786,1.628125,-0.05311355201848124
0,41.1786,1.63125,-0.053460692918112
0,41.1786,1.634375,-0.05381268898210484
0,41.1786,1.6375000000000002,-0.054169648579275684
0,41.1786,1.640625,-0.054531683146719634
0,41.1786,1.64375,-0.05489890728539938
0,41.1786,1.646875,-0.05527143885852621
0,41.1786,1.65,-0.05564939909277391
0,41.1786,1.6531250000000002,-0.056032912682358466
0,41.1786,1.65625,-0.05642210789601124
0,41.1786,1.659375,-0.05681711668686687
0,41.1786,1.6625,-0.05721807480527734
0,41.1786,1.665625,-0.05762512191455627
0,41.1786,1.6687500000000002,-0.058038401709645374
0,41.1786,1.671875,-0.05845806203868323
0,41.1786,1.675,-0.0588842550274436
0,41.1786,1.678125,-0.059317137206593165
0,41.1786,1.68125,-0.059756869641702764
0,41.1786,1.6843750000000002,-0.060203618065925245
0,41.1786,1.6875,-0.06065755301523046
0,41.1786,1.690625,-0.06111884996606478
0,41.1786,1.69375,-0.0615876894752717
0,41.1786,1.696875,-0.06206425732208104
0,41.1786,1.7000000000000002,-0.06254874465193877
0,41.1786,1.703125,-0.06304134812190915
0,41.1786,1.70625,-0.06354227004734024
0,41.1786,1.709375,-0.06405171854943273
0,41.1786,1.7125,-0.06456990770330061
0,41.1786,1.7156250000000002,-0.06509705768605246
0,41.1786,1.71875,-0.0656333949243555
0,41.1786,1.721875,-0.06617915224087419
0,41.1786,1.725,-0.06673456899889185
0,41.1786,1.728125,-0.06729989124433855
0,41.1786,1.7312500000000002,-0.06787537184434835
0,41.1786,1.734375,-0.0684612706213627
0,41.1786,1.7375,-0.06905785448167913
0,41.1786,1.740625,-0.0696653975372121
0,41.1786,1.74375,-0.07028418121909355
0,41.1786,1.7468750000000002,-0.07091449438158162
0,41.1786,1.75,-0.07155663339457521
0,41.1786,1.753125,-0.07221090222284687
0,41.1786,1.75625,-0.07287761248989806
0,41.1786,1.759375,-0.07355708352412103
0,41.1786,1.7625000000000002,-0.07424964238470638
0,41.1786,1.765625,-0.0749556238644701
0,41.1786,1.76875,-0.07567537046648946
0,41.1786,1.771875,-0.07640923235112022
0,41.1786,1.775,-0.07715756724963527
0,41.1786,1.7781250000000002,-0.0779207403403568
0,41.1786,1.78125,-0.07869912408276093
0,41.1786,1.784375,-0.0794930980046137
0,41.1786,1.7875,-0.08030304843673841
0,41.1786,1.790625,-0.08112936818953327
0,41.1786,1.7937500000000002,-0.081972456164837
0,41.1786,1.796875,-0.08283271689618846
0,41.1786,1.8,-0.08371056000994531
0,41.1786,1.803125,-0.08460639959910515
0,41.1786,1.80625,-0.08552065350103012
0,41.1786,1.8093750000000002,-0.08645374246959599
0,41.1786,1.8125,-0.08740608923158497
0,41.1786,1.815625,-0.08837811741641972
0,41.1786,1.81875,-0.08937025034759066
0,41.1786,1.821875,-0.09038290968338446
0,41.1786,1.8250000000000002,-0.09141651389376862
