extra_field
62.923
58.8822
55.3455
51.9117
49.0904
46.3267
43.9564
41.4665
39.8299
38.0865
36.8072
35.6805
34.6033
33.9421
32.9386
31.9147
31.1822
30.8716
31.5829
33.36
36.1202
39.4925
43.0604
46.47
49.4813
51.9864
53.993
55.5326
56.7041
57.5091
58.0766
58.3814
58.44
58.2947
57.9998
57.7666
57.8429
58.4175
59.5668
61.1767
62.9463
64.4734
65.4423
65.7404
65.4342
64.6656
63.5908
62.3512
61.0515
59.798
58.6775
57.7479
57.0175
56.3994
55.7273
54.7985
53.4493
51.6443
49.506
47.2467
45.072
43.135
41.5355
40.3361
39.5699
39.2489
39.3598
39.8587
40.6736
41.7159
42.9108
44.2314
45.7171
47.4615
49.5477
51.9524
54.5043
56.9637
59.1418
60.955
62.4111
63.5733
64.5291
65.3692
66.1726
66.9951
67.8635
68.7754
69.7062
70.6137
71.432
72.0463
72.2668
71.8641
70.6899
68.7711
66.274
63.4084
60.361
57.2709
54.2292
51.2874
48.4702
45.788
43.2465
40.8522
38.613
36.5382
34.6387
32.9303
31.4376
30.1986
29.2687
28.729
28.6937
29.3068
30.7079
32.9588
35.9626
39.4491
43.0556
46.4466
49.3901
51.7691
53.5555
54.7765
55.4881
55.7618
55.6788
55.3309
54.8238
54.2834
53.859
53.7191
54.0289
54.9082
56.3765
58.2972
60.3569
62.1532
63.3858
63.9776
64.0359
63.7474
63.3028
62.8618
62.5406
62.4067
62.4751
62.7089
63.0227
63.2885
63.3382
62.9717
62.0015
60.3537
58.1453
55.632
53.0808
50.6918
48.5823
46.7994
45.3346
44.1389
43.1388
42.2545
41.418
40.5884
39.761
38.971
38.2966
37.8636
37.847
38.4457
39.8093
41.9384
44.6463
47.6385
50.6377
53.4571
56.0031
58.2458
60.1871
61.8403
63.2199
64.3406
65.2202
65.8867
66.3857
66.7889
67.1973
67.7266
68.4632
69.3918
70.3358
70.981
71.009
70.2469
68.7049
66.5157
63.8604
60.9206
57.857
54.7999
51.8469
49.0624
46.4798
44.1024
41.9073
39.8561
37.9131
36.0677
34.3425
32.7846
31.4514
30.4067
29.7301
29.5301
29.949
31.1383
33.1874
36.0299
39.4128
42.9794
46.3987
49.4422
51.9887
53.9938
55.46
56.4187
56.9228
57.0419
56.8608
56.4795
56.0173
55.6171
55.4445
55.6697
56.4264
57.7527
59.5313
61.4643
63.1479
64.2533
64.6658
64.4696
63.849
63.0062
62.1188
61.3234
60.7102
60.3184
60.1325
60.08
60.0339
59.8196
59.236
58.1104
56.3915
54.2051
51.7963
49.4161
47.255
45.4321
44.0048
42.9795
42.3187
41.9517
41.7887
41.7394
41.7341
41.7418
41.7852
41.9504
42.389
43.294
44.8248
46.9926
49.6094
52.3773
55.0338
57.4294
59.5202
61.327
62.8961
64.2749
65.5005
66.5977
67.5827
68.4691
69.2752
70.0294
70.7697
71.5229
72.2531
72.8006
72.8952
72.2915
70.905
68.8159
66.1869
63.1939
59.9935
56.7148
53.4598
50.3051
47.3053
44.4946
41.89
39.4936
37.2974
35.2909
33.4699
31.8442
30.4381
29.2885
28.4489
28.0
28.0621
28.7954
30.3609
32.8237
36.0446
39.6784
43.3084
46.599
49.3568
51.5112
53.0685
54.075
54.5955
54.7049
54.4863
54.0322
53.4487
52.8624
52.4255
52.3124
52.6951
53.6922
55.3049
57.3621
59.5232
61.3993
62.7367
63.4964
63.7946
63.807
63.7057
63.6309
63.6786
63.8961
64.2816
64.788
65.3306
65.7915
66.0149
65.8025
64.9534
63.3752
61.1758
58.6088
55.9412
53.3718
51.0159
48.9174
47.0666
45.4185
43.9123
42.489
41.1066
39.7484
38.4248
37.1714
36.0494
35.1517
34.61
34.5914
35.2671
36.7447
38.9925
41.823
44.9619
48.1445
51.1731
53.9242
56.3309
58.362
60.0085
61.2774
62.1897
62.7816
63.1072
63.2444
63.3007
63.413
63.7308
64.3758
65.3812
66.6343
67.8571
68.6796
68.797
68.0946
66.6453
64.6279
62.2483
59.6962
57.1263
54.6539
52.3536
50.2589
48.3599
46.6042
44.9085
43.1879
41.3961
39.5533
37.7391
36.0587
34.6153
33.5055
32.8287
32.6947
33.2163
34.4754
36.4728
39.0968
42.1413
45.3671
48.5606
51.5589
54.2451
56.5342
58.3688
59.725
60.6189
61.1035
61.2612
61.198
61.0409
60.9349
61.0323
61.4675
62.3191
63.563
65.0312
66.4072
67.3113
67.4608
66.7844
65.4028
63.5341
61.4081
59.2214
57.1214
55.2038
53.5124
52.0379
50.7186
49.4484
48.1007
46.5694
44.8174
42.9012
40.9494
39.1138
37.5326
36.3242
35.5942
35.4364
35.9189
37.0575
38.797
41.0172
43.5652
46.2942
49.086
51.8516
54.5123
56.9773
59.1413
60.912
62.245
63.1561
63.7122
64.0157
64.1924
64.3793
64.7065
65.2731
66.1183
67.1952
68.3542
69.3487
69.8849
69.7129
68.7177
66.9545
64.607
