name,label_ja,n_feat,NL,MC,CP,train_MSE,test_MSE,ratio_vs_measured
full,フルモデル,101,0.5548235048360264,5.027837521737737,1.901807421471205,0.002884612144602768,0.004055430994461131,1.0960624309354408
no_tc_fine,－ TC微細構造(4GHz帯ギザギザ),101,0.5395112720913321,2.1398354725925826,1.569336508492278,0.036150883771363135,0.041686994603646735,11.2667552982829
no_helical_n2,－ ヘリカルn=2高調波,101,0.5540888726869903,4.960609817296856,1.903337171334111,0.0028886917227850355,0.0040073996958911355,1.083080998889496
no_sk_split,－ スキルミオンCCW/breathing分割,101,0.4916237894739607,5.019286334402049,2.0319954890106593,0.002793386309556175,0.004187087020928493,1.1316451407914847
no_history_shift,－ 履歴由来の周波数シフト,101,0.5368038732539795,5.351170461214993,1.4508293748482688,0.007063676394500385,0.008227729874744308,2.2237107769579207
no_field_shift,－ 磁場由来の周波数シフト,101,0.8574979433214116,4.58895024880684,1.6040108870492684,0.017021923996153796,0.017333077324991425,4.684615493240925
no_both_shifts,－ 両方の周波数シフト,101,0.9183845635269039,5.240562457955036,1.2169978149399476,0.02223337065120912,0.022298117644052304,6.026518282176298
no_multidomain,－ 多ドメイン化(単一平均場に戻す),101,0.6713047917478419,-0.45410025356630507,1.7578935378523286,0.027499296157704443,0.05376851017881518,14.532029778058156
