"Current","Field","Frequency","Spectra"
0,49.096053,1,-0.020942705
0,49.096053,1.003125,-0.021022511
0,49.096053,1.00625,-0.021102863
0,49.096053,1.009375,-0.021183769
0,49.096053,1.0125,-0.021265232
0,49.096053,1.015625,-0.021347259
0,49.096053,1.01875,-0.021429855
0,49.096053,1.021875,-0.021513027
0,49.096053,1.025,-0.02159678
0,49.096053,1.028125,-0.021681119
0,49.096053,1.03125,-0.021766052
0,49.096053,1.034375,-0.021851584
0,49.096053,1.0375,-0.021937721
0,49.096053,1.040625,-0.02202447
0,49.096053,1.04375,-0.022111837
0,49.096053,1.046875,-0.022199828
0,49.096053,1.05,-0.02228845
0,49.096053,1.053125,-0.022377709
0,49.096053,1.05625,-0.022467613
0,49.096053,1.059375,-0.022558168
0,49.096053,1.0625,-0.02264938
0,49.096053,1.065625,-0.022741258
0,49.096053,1.06875,-0.022833807
0,49.096053,1.071875,-0.022927036
0,49.096053,1.075,-0.023020951
0,49.096053,1.078125,-0.02311556
0,49.096053,1.08125,-0.02321087
0,49.096053,1.084375,-0.023306889
0,49.096053,1.0875,-0.023403624
0,49.096053,1.090625,-0.023501084
0,49.096053,1.09375,-0.023599276
0,49.096053,1.096875,-0.023698208
0,49.096053,1.1,-0.023797889
0,49.096053,1.103125,-0.023898326
0,49.096053,1.10625,-0.023999528
0,49.096053,1.109375,-0.024101504
0,49.096053,1.1125,-0.024204262
0,49.096053,1.115625,-0.024307811
0,49.096053,1.11875,-0.024412159
0,49.096053,1.121875,-0.024517316
0,49.096053,1.125,-0.024623291
0,49.096053,1.128125,-0.024730093
0,49.096053,1.13125,-0.024837732
0,49.096053,1.134375,-0.024946216
0,49.096053,1.1375,-0.025055556
0,49.096053,1.140625,-0.025165762
0,49.096053,1.14375,-0.025276843
0,49.096053,1.146875,-0.025388809
0,49.096053,1.15,-0.025501671
0,49.096053,1.153125,-0.025615439
0,49.096053,1.15625,-0.025730124
0,49.096053,1.159375,-0.025845736
0,49.096053,1.1625,-0.025962287
0,49.096053,1.165625,-0.026079787
0,49.096053,1.16875,-0.026198247
0,49.096053,1.171875,-0.02631768
0,49.096053,1.175,-0.026438096
0,49.096053,1.178125,-0.026559507
0,49.096053,1.18125,-0.026681925
0,49.096053,1.184375,-0.026805362
0,49.096053,1.1875,-0.026929831
0,49.096053,1.190625,-0.027055344
0,49.096053,1.19375,-0.027181914
0,49.096053,1.196875,-0.027309553
0,49.096053,1.2,-0.027438274
0,49.096053,1.203125,-0.027568092
0,49.096053,1.20625,-0.027699018
0,49.096053,1.209375,-0.027831068
0,49.096053,1.2125,-0.027964255
0,49.096053,1.215625,-0.028098593
0,49.096053,1.21875,-0.028234096
0,49.096053,1.221875,-0.028370779
0,49.096053,1.225,-0.028508657
0,49.096053,1.228125,-0.028647745
0,49.096053,1.23125,-0.028788059
0,49.096053,1.234375,-0.028929613
0,49.096053,1.2375,-0.029072423
0,49.096053,1.240625,-0.029216506
0,49.096053,1.24375,-0.029361878
0,49.096053,1.246875,-0.029508556
0,49.096053,1.25,-0.029656556
0,49.096053,1.253125,-0.029805896
0,49.096053,1.25625,-0.029956593
0,49.096053,1.259375,-0.030108664
0,49.096053,1.2625,-0.030262128
0,49.096053,1.265625,-0.030417004
0,49.096053,1.26875,-0.030573309
0,49.096053,1.271875,-0.030731063
0,49.096053,1.275,-0.030890285
0,49.096053,1.278125,-0.031050994
0,49.096053,1.28125,-0.031213211
0,49.096053,1.284375,-0.031376955
0,49.096053,1.2875,-0.031542249
0,49.096053,1.290625,-0.031709111
0,49.096053,1.29375,-0.031877564
0,49.096053,1.296875,-0.03204763
0,49.096053,1.3,-0.03221933
0,49.096053,1.303125,-0.032392687
0,49.096053,1.30625,-0.032567724
0,49.096053,1.309375,-0.032744464
0,49.096053,1.3125,-0.032922931
0,49.096053,1.315625,-0.033103148
0,49.096053,1.31875,-0.033285142
0,49.096053,1.321875,-0.033468936
0,49.096053,1.325,-0.033654555
0,49.096053,1.328125,-0.033842027
0,49.096053,1.33125,-0.034031376
0,49.096053,1.334375,-0.03422263
0,49.096053,1.3375,-0.034415817
0,49.096053,1.340625,-0.034610964
0,49.096053,1.34375,-0.034808099
0,49.096053,1.346875,-0.035007251
0,49.096053,1.35,-0.035208449
0,49.096053,1.353125,-0.035411725
0,49.096053,1.35625,-0.035617107
0,49.096053,1.359375,-0.035824627
0,49.096053,1.3625,-0.036034316
0,49.096053,1.365625,-0.036246208
0,49.096053,1.36875,-0.036460334
0,49.096053,1.371875,-0.036676728
0,49.096053,1.375,-0.036895424
0,49.096053,1.378125,-0.037116457
0,49.096053,1.38125,-0.037339862
0,49.096053,1.384375,-0.037565675
0,49.096053,1.3875,-0.037793934
0,49.096053,1.390625,-0.038024675
0,49.096053,1.39375,-0.038257937
0,49.096053,1.396875,-0.038493758
0,49.096053,1.4,-0.038732178
0,49.096053,1.403125,-0.038973239
0,49.096053,1.40625,-0.03921698
0,49.096053,1.409375,-0.039463445
0,49.096053,1.4125,-0.039712676
0,49.096053,1.415625,-0.039964716
0,49.096053,1.41875,-0.040219612
0,49.096053,1.421875,-0.040477407
0,49.096053,1.425,-0.040738149
